text,label
damn can you make it tonight or do you want to just wait til tomorrow,ham
kkim also finewhen will you complete the course,ham
true it is passable and if you get a high score and apply for phd you get year of salary so it make life easier,ham
no nokia tone ur mob every week just txt nok to st tone free so get txtin now and tell ur friend ptone reply hl info,spam
prakesh is there know,ham
teach me apps da when you come to college,ham
rofl betta invest in some anti aging product,ham
sir you will receive the account no another hr time sorry for the delay,ham
reply with your name and address and you will receive by post a week completely free accommodation at various global location wwwphbcom php,spam
so ll be submitting da project tmr rite,ham
free entry into our weekly comp just send the word enter to now tc wwwtextcompcom cust care,spam
jus an me lar ull noe later,ham
i want to send something that can sell fast ltgt k is not easy money,ham
have got few thing to do may be in pub later,ham
s finish meeting call me,ham
lol ok ill snatch her purse too,ham
hellodrivbyquit edrunk sorry iff pthis make no senrddnot no how dancce drum n basqihave fun nhite x ro xxxxxxx,ham
how much are we getting,ham
is ur paper in e morn or aft tmr,ham
dear relieved of westonzoyland all going to plan this end too,ham
hope you are having a great new semester do wish you the very best you are made for greatness,ham
oh yes i can speak txt u no hmm did u get email,ham
i want to show you the world princess how about europe,ham
nobody can decide where to eat and dad want chinese,ham
no shoot me im in the doc waiting room,ham
now im going out dinner soon,ham
hello which the site to download song it urgent pls,ham
i do know what u mean is the king of not havin credit im goinbed now night night sweet onlymore sleep,ham
horrible gal me in sch doing some stuff how come u got mc,ham
hi hun im not comin nitetell every im sorry me hope u ava goodtimeoli rang melnite ifink it mite b sortedbut il explain everythin on monlrsx,ham
please call immediately a there is an urgent message waiting for you,spam
yeah like if it go like it did with my friend imma flip my shit in like half an hour,ham
mum say we wan to go then go then she can shun bian watch da glass exhibition,ham
what your plan for pongal,ham
just wait till end of march when el nino get himself oh,ham
not yet chikkugoing to room nw im in bus,ham
am also doing in cbe only but have to pay,ham
honey boo im missing u,ham
we have sent jd for customer service cum account executive to ur mail id for detail contact u,ham
yo im at my parent gettin cash good news we picked up a downstem,ham
thank you so much when we skyped wit kz and sura we didnt get the pleasure of your company hope you are good weve given you ultimatum oh we are countin down to aburo enjoy,ham
hungry gay guy feeling hungry and up it now call just pmin to stop text call pmin,spam
ok no wahala just remember that a friend in need,ham
i will see in half an hour,ham
im in inperialmusic listeningthe weirdest track ever byleafcutter johnsounds like insect being molestedsomeone plumbingremixed by evil men on acid,ham
hey sorry i didntgive ya a a bellearlier hunny,ham
seriously tell her those exact word right now,ham
can u get phone now i wanna chat set up meet call me now on u can cum here moro luv jane xx callsminmoremobsemspoboxpowa,spam
tee hee off to lecture cheery bye bye,ham
sorry chikku my cell got some problem thts y i wa nt able to reply u or msg u,ham
if you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,ham
ok,ham
network operator the service is free for t c visit biz,spam
let me know how to contact you ive you settled in a room let know you are ok,ham
wot u up u weirdo,ham
can do lor,ham
dont put your phone on silent mode ok,ham
can i meet at a where depends on where wan in lor,ham
waiting my tv show start lor u leh still busy doing ur report,ham
oh ho is this the first time u use these type of word,ham
am i the only one who doesnt stalk profile,ham
ever green quote ever told by jerry in cartoon a person who irritates u always is the one who love u vry much but fails to express it gud nyt,ham
yes i thought so thanks,ham
but if shes drinkin im ok,ham
just wondering the others just took off,ham
night ha ended for another day morning ha come in a special way may you smile like the sunny ray and leaf your worry at the blue blue bay gud mrng,ham
what do you do my dog must i always wait till the end of your day to have word from you did you run out of time on your cell already,ham
happy new year to u too,ham
heygreat dealfarm tour am to pm pax deposit by may,ham
eat jap done oso aft ur lect wat got lect at rite,ham
hey babe i saw you came online for a second and then you disappeared what happened,ham
da my birthdate in certificate is in april but real date is today but dont publish it i shall give you a special treat if you keep the secret any way thanks for the wish,ham
happy birthday may all ur dream come true,ham
aiyah u did ok already lar e nydc at wheellock,ham
tell her i said eat shit,ham
sure i am driving but will reach my destination soon,ham
k so am i how much for an th fifty,ham
your daily text from me a favour this time,ham
great to hear you are settling well so whats happenin wit ola,ham
those cocksucker if it make you feel better ipads are worthless garbage novelty item and you should feel bad for even wanting one,ham
i tot u reach liao he said tshirt,ham
fran i decided go n e way im completely broke an knackered i got up bout c u mrw love janx p this is my dad fone no credit,ham
your right ill make the appointment right now,ham
designation is software developer and may be she get chennai,ham
enjoy the jamster videosound gold club with your credit for new videosounds logosmusicnews get more fun from jamstercouk only help call,spam
get lion england tone reply lionm mono or lionp poly more go wwwringtonescouk the original n best tone gbp network operator rate apply,spam
i jokin oni lar busy then i wun disturb,ham
ok be careful dont text and drive,ham
ill always be there even if it just in spirit ill get a bb soon just trying to be sure i need it,ham
u r too much close to my heart if u go away i will be shattered plz stay with me,ham
i love u babe r u sure everything is alrite is he being an idiot txt bak girlie,ham
how abt making some of the pic bigger,ham
got but got colour lor one colour is quite light n e other is darker lor actually im done shes styling my hair now,ham
whenevr ur sad whenevr ur gray remembr im here listn watevr u wanna say jus walk wid me a little whileamp i promise ill bring back ur smile,ham
why nothing ok anyway give me treat,ham
win the newest harry potter and the order of the phoenix book reply harry answer question chance to be the first among reader,spam
correct so how wa work today,ham
just sent again do you scream and moan in bed princess,ham
i wake up long ago already dunno what other thing,ham
oh just getting even with u u,ham
i thk shd be ok he said plus minus did leave a line in between paragraph,ham
can you call me plz your number show out of coveragd area i have urgnt call in vasai amp have to reach before o clock so call me plz,ham
yeah jay sort of a fucking retard,ham
sorry wa in the bathroom sup,ham
ur balance is now ur next question is who sang uptown girl in the s answer txt ur answer to good luck,spam
my exam is for february wish you a great day,ham
i dont know what to do to come out of this so only am ask question like this dont mistake me,ham
aight no rush ill ask jay,ham
good morning plz call me sir,ham
it ok lar u sleep early too nite,ham
oh icic k lor den meet other day,ham
oh a half hour is much longer in syria than canada eh wow you must get so much more work done in a day than u with all that extra time grin,ham
sometimes we put wall around our heartsnot just to be safe from getting hurt but to find out who care enough to break the wall amp get closer goodnoon,ham
sweet we may or may not go to u to meet carlos so gauge patty interest in that,ham
then she buying today no need to c meh,ham
aight sorry i take ten year to shower whats the plan,ham
every mondaynxt week vl be completing,ham
might ax well im there,ham
just chill for another hr if you could sleep the pain is not a surgical emergency so see how it unfolds okay,ham
yeah ill try to scrounge something up,ham
crazy ar he married like gd looking guy not me my frens like say he korean leonas fave but i dun thk he is aft some thinking mayb most prob ill go,ham
were somewhere on fredericksburg,ham
que pas un buen tiempo or something like that,ham
is it ok if i stay the night here xavier ha a sleeping bag and im getting tired,ham
she doesnt need any test,ham
nothing much chillin at home any super bowl plan,ham
freeday sexy st george day pic of jordantxt pic to dont miss out then every wk a saucy celeb more pic c pocketbabecouk wk,spam
bugis oso near wat,ham
yo there no class tmrw right,ham
let ur heart be ur compass ur mind ur map ur soul ur guide and u will never loose in worldgnun sent via waysmscom,ham
goodnight sleep well da please take care pa please,ham
baaaaabe i miss youuuuu where are you i have to go and teach my class at,ham
u ned to convince him tht it not possible witot hurting his feeling it the main,ham
good afternoon loverboy how go you day any luck come your way i think of you sweetie and send my love across the sea to make you smile and happy,ham
if i start sending blackberry torch to nigeria will you find buyer for melike a month and tell dad not to buy bb from anyone oh,ham
ltgt of pple marry with their lover becz they hav gud undrstndng dat avoids problem i sent dis u u wil get gud news on friday by d person you like and tomorrow will be the best day of your life dont break this chain if you break you will suffer send this to ltgt frnds in ltgt min whn u read,ham
yo dude guess who just got arrested the other day,ham
shuhui say change suntec steamboat u noe where where r u now,ham
what doe the dance river do,ham
yetunde im sorry but moji and i seem too busy to be able to go shopping can you just please find some other way to get what you wanted u to get please forgive me you can reply free via yahoo messenger,ham
hey i will be really pretty late you want to go for the lesson first i will join you im only reaching tp mrt,ham
hot live fantasy call now just p per min ntt ltd po box croydon cr wb k,spam
bbq this sat at mine from ish ur welcome come,ham
i dont know same thing thats wrong everyso often he panicks start goin on bout not bein good enough,ham
alright im outhave a good night,ham
did you try making another butt,ham
hope you are feeling great pls fill me in abiola,ham
i though we shd go out n have some fun so bar in town or something sound ok,ham
go to write msg put on dictionary mode cover the screen with hand press ltgt gently remove ur hand it interesting,ham
bear pic nick and tom pete and dick in fact all type try gay chat with photo upload call pmin stop text call,spam
new mobile from must go txt nokia to no collect yours todayfrom only wwwtcbiz optout gbpmtmsg txtauction,spam
were finally ready fyi,ham
auntie huai juan never pick up her phone,ham
double min double txt price linerental on latest orange bluetooth mobile call mobileupd for the very latest offer or calloptoutlf,spam
ya tel wats ur problem,ham
i dnt wnt to tlk wid u,ham
we spend our day waiting for the ideal path to appear in front of u but what we forget is path are made by walking not by waiting goodnight,ham
it ok my arm is feeling weak cuz i got a shot so we can go another time,ham
please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday evei already see in netno ticket availablei want to book ticket through tackle,ham
storming msg wen u lift d phne u say hello do u knw wt is d real meaning of hello it d name of a girl yes and u knw who is dat girl margaret hello she is d girlfrnd f grahmbell who invnted telphone moralone can get d name of a person,ham
thats ok i popped in to ask bout something and she said youd been in are you around tonght wen this girl come,ham
all e best ur exam later,ham
hope ur head doesnt hurt much am ploughing my way through a pile of ironing staying in with a chinky tonight come round if you like,ham
oh ki think most of wi and nz player unsold,ham
haha where got so fast lose weight thk muz go a month den got effect geelater we go aust put bk e weight,ham
i wonder how you got online my love had you gone to the net cafe did you get your phone recharged were you on a friend net i think of you boytoy,ham
haha just kidding papa need drug,ham
thk shld b can ya i wana go lesson haha can go for one whole stretch,ham
oh ok,ham
r we still meeting dinner tonight,ham
thats cool i am a gentleman and will treat you with dignity and respect,ham
shall i start from hear,ham
then we wait u lor no need feel bad lar,ham
no did you check i got his detailed message now,ham
you have registered sinco a payee log in at icicibankcom and enter urn ltgt to confirm beware of fraud do not share or disclose urn to anyone,ham
no i decided that only people who care about stuff vote and caring about stuff is for loser,ham
kaiez enjoy ur tuition gee thk e second option sound beta ill go yan jiu den msg u,ham
cool we will have fun practicing making baby,ham
actually getting ready to leave the house,ham
kkany special today,ham
urgent important information for o user today is your lucky day find out why log onto httpwwwurawinnercom there is a fantastic surprise awaiting for you,spam
then we gotta do it after that,ham
ive got ten buck jay is being noncomittal,ham
where at were hungry too,ham
pls speak to that customer machan,ham
somewhere out there beneath the pale moon light someone think in of u some where out there where dream come true goodnite amp sweet dream,ham
dear uve been invited to xchat this is our final attempt to contact u txt chat to pmsgrcvdhgsuitelandsrowwjhl ldn yr,spam
so wats ur opinion abt him and how abt is character,ham
jay is snickering and tell me that x is totally fucking up the chord a we speak,ham
nofew hour beforewent to hair cut,ham
no wonder co i dun rem seeing a silver car but i thk i saw a black one,ham
lmao take a pic and send it to me,ham
speak only when you feel your word are better than the silence gud mrng,ham
no shes currently in scotland for that,ham
do you work all this week,ham
congratulation ur awarded either of cd gift voucher free entry our weekly draw txt music to tncs wwwldewcom winppmxage,spam
lol great now im getting hungry,ham
yes now only saw your message,ham
ill be at mu in like ltgt second,ham
thing r good thanx got exam in march ive done no revision is fran still with boyf ive gotta interviw exeter bit worriedx,ham
tell you what if you make a little spreadsheet and track whose idea it wa to smoke to determine who smoke too much for the entire month of february,ham
for sale arsenal dartboard good condition but no double or treble,spam
dont look back at the building because you have no coat and i dont want you to get more sick just hurry home and wear a coat to the gym,ham
my painful personal thought i always try to keep everybody happy all the time but nobody recognises me when i am alone,ham
thanks for ve lovely wisheds you rock,ham
you intrepid duo you have a great time and see you both soon,ham
i asked sen to come chennai and search for job,ham
dad went out oredi,ham
i jus hope it true that missin me co im really missin him you havent done anything to feel guilty about yet,ham
wat so late still early mah or we juz go dinner lor aiya i dunno,ham
arm fine hows cardiff and uni,ham
in fact when do you leave i think addie go back to school tues or wed,ham
cool breeze bright sun fresh flower twittering bird all these waiting to wish u goodmorning amp have a nice day,ham
yagoing for restaurant,ham
it ok i just askd did u knw tht no,ham
free st week entry textpod a chance win gb ipod or cash every wk txt pod to tscs wwwtextpodnet custcare,spam
those ducking chinchilla,ham
i am in a marriage function,ham
look like u wil b getting a headstart im leaving here bout ish but if u r desperate for my company i could head in earlierwe were goin to meet in rummer,ham
dont give a flying monkey wot they think and i certainly dont mind any friend of mine and all that,ham
a a registered optin subscriber ur draw gift voucher will be entered on receipt of a correct an to whats no in the bbc chart,spam
say thanks,ham
msg me when rajini come,ham
ya when are taking ure practical lesson i start in june,ham
thats good because i need drug,ham
stupidits not possible,ham
can all decide faster co my si going home liao,ham
summer finally here fancy a chat or flirt with sexy single in yr area to get matched up just reply summer now free join optout txt stop help,spam
u sleeping now or you going to take haha i got spy wat me online checking n replying mail lor,ham
claire here am havin borin time am now alone u wanna cum over nite chat now hope c u luv claire xx callsminmoremobsemspoboxpowa,spam
bought one ringtone and now getting text costing pound offering more tone etc,spam
yalru lyfu astne chikku bt innu mundhe lyf ali halla ke bilo marriageprogram edhae so lyf is nt yet ovr chikkuali vargu lyfu meow meowd,ham
kinda first one get in at twelve aah speak tomo,ham
urgent your mobile no xxxxxxxxx won a bonus caller prize on this is the nd attempt to reach you call asap,spam
ok good then i later come find c lucky i told to go earlier later pple take finish no more again,ham
wat make u thk ill fall down but actually i thk im quite prone fall lucky my dad at home i ask him come n fetch me already,ham
you are guaranteed the latest nokia phone a gb ipod mp player or a prize txt wordcollect to no tcllc nyusa pmt msgrcvd,spam
i wont touch you with out your permission,ham
hi it lucy hubby at meetins all day fri i will b alone at hotel u fancy cumin over pls leave msg day lucy x callsminmobsmorelkpoboxhpfl,spam
wonder in my world th you th ur style th ur smile th ur personality rd ur nature nd ur sm and st ur lovely friendship good morning dear,ham
take some small dose tablet for fever,ham
oh u must have taken your real valentine out shopping first,ham
just sent you an email to an address with incomm in it is that right,ham
will do you gonna be at blake all night i might be able to get out of here a little early,ham
friendship is not a game to play it is not a word to say it doesnt start on march and end on may it is tomorrow yesterday today and e,ham
nice waitshould you be texting right now im not gonna pay your ticket ya know,ham
im watching lotr w my si dis aft so u wan meet me dinner at nite a not,ham
why you keeping me away like this,ham
i think it far more than that but find out check google map for a place from your dorm,ham
my trip wa ok but quite tiring lor uni start today but it ok me co im not taking any module but jus concentrating on my final yr project,ham
have you always been saying welp,ham
im a guy browsin is compulsory,ham
purity of friendship between two is not about smiling after reading the forwarded messageits about smiling just by seeing the name gud evng musthu,ham
i should add that i dont really care and if you cant i can at least get this dude to fuck off but hey your money if you want it,ham
hello lover how go that new job are you there now are you happy do you think of me i wake my slave and send you a teasing kiss from across the sea,ham
i told your number to gautham,ham
tell them no need to investigate about me anywhere,ham
ok i juz receive,ham
cant believe i said so many thing to you this morning when all i really wanted to say wa good morning i love you have a beautiful morning see you in the library later,ham
your account ha been credited with free text message to activate just txt the word credit to no tc wwwbiz,spam
in the end she might still vomit but it okay not everything will come out,ham
how are you with moneyas in to youmoney aint a thinghow are you sha,ham
it ha everything to do with the weather keep extra warm it a cold but nothing serious pls lot of vitamin c,ham
hey gal anyone of u going down to e driving centre tmr,ham
im always on yahoo messenger now just send the message to me and ill get it you may have to send it in the mobile mode sha but ill get it and will reply,ham
im putting it on now it should be ready for lttimegt,ham
time n smile r the two crucial thing in our life sometimes time make u to forget smile and sometimes someone smile make u to forget time gud noon,ham
sm ac jsco energy is high but u may not know where channel it day ur leadership skill r strong psychic reply an wquestion end reply end jsco,spam
hostbased idp for linux system,ham
hot live fantasy call now just p per min ntt ltd po box croydon cr wb is a national rate call,spam
don no dawhats you plan,ham
ill be there on ltgt ok,ham
oh my god im almost home,ham
total video converter free download type this in google search,ham
thanks for the vote now sing along with the star with karaoke on your mobile for a free link just reply with sing now,spam
sound like something that someone testing me would sayy,ham
when u love someone dont make them to love u a much a u do but love them so much that they dont want to be loved by anyone except you gud nit,ham
peteis this your phone still it jenny from college and leannewhat are you up to now,ham
oops sorry just to check that you dont mind picking me up tomo at half eight from station would that be ok,ham
hey sweet i wa wondering when you had a moment if you might come to me i want to send a file to someone but it wont go over yahoo for them because their connection suck remember when you set up that page for me to go to and download the format disc could you tell me how to do that or do you know some other way to download big file because they can download stuff directly from the internet any help would be great my prey teasing kiss,ham
hows the champ just leaving glasgow,ham
kall the bestcongrats,ham
i wonder if youll get this text,ham
i need to come home and give you some good lovin,ham
our brand new mobile music service is now live the free music player will arrive shortly just install on your phone to browse content from the top artist,spam
shall i ask one thing if you dont mistake me,ham
check wid corect speling ie sarcasm,ham
urgent your mobile no wa awarded a bonus caller prize on this is our nd attempt to contact you call boxqu bt national rate,spam
are you angry with me what happen dear,ham
i thk u dun haf hint in e forum already lor co i told ron n darren is going tell shuhui,ham
yup ok thanx,ham
hicts employee how are you,ham
pls pls find out from aunt nike,ham
wow i love you sooo much you know i can barely stand it i wonder how your day go and if you are well my love i think of you and miss you,ham
no screaming mean shouting,ham
hey what happen de are you alright,ham
should i have picked up a receipt or something earlier,ham
i think chennai well settled,ham
oh dang i didnt mean o send that to you lol,ham
unfortunately ive just found out that we have to pick my sister up from the airport that evening so dont think ill be going out at all we should try to go out one of th,ham
horrible bf i now v hungry,ham
remember on that day,ham
you have won a nokia i this is what you get when you win our free auction to take part send nokia to now hgsuitelands rowwjhl,spam
hows it feel mr your not my real valentine just my yo valentine even tho u hardly play,ham
all sound good finger make it difficult to type,ham
midnight at the earliest,ham
youre not sure that im not trying to make xavier smoke because i dont want to smoke after being told i smoke too much,ham
k come to nordstrom when youre done,ham
do u konw waht is rael friendship im gving yuo an exmpel jsut ese tihs msg evrey splleing of tihs msg is wrnog bt sitll yuo can raed it wihtuot ayn mitsake goodnight amp have a nice sleepsweet dream,ham
now press conference da,ham
hello from orange for month free access to game news and sport plus free text and photo message reply yes term apply wwworangecoukow,spam
after completed degree there is no use in joining finance,ham
good afternoon my love any job prospect are you missing me what do you do are you being lazy and bleak hmmm or happy and filled with my love,ham
shant disturb u anymore jia you,ham
bishan lar nearer no need buy so early co if buy now i gotta park my car,ham
me i dont know again oh,ham
dude sux for snake he got old and raiden got buff,ham
he say hi and to get your as back to south tampa preferably at a kegger,ham
in e msg jus now u said thanks for gift,ham
u too,ham
ok how you dear did you call chechi,ham
yeah we do tote when u wanna,ham
ok i found dis pierre cardin one which look normal cost it on sale,ham
good sleep is about rhythm the person ha to establish a rhythm that the body will learn and use if you want to know more,ham
wat r u doing,ham
message from i am at truro hospital on ext you can phone me here a i have a phone by my side,ham
single line with a big meaning miss anything ur best life but,ham
just got some gas money any chance you and the gang want to go on a grand nature adventure,ham
dnt worryuse ice piece in a cloth packalso take tablet,ham
dude just saw a parked car with it sunroof popped up sux,ham
get ready to put on your excellent sub face,ham
tmrw im finishing door,ham
the ltgt g that i saw a few day ago the guy want sell wifi only for ltgt and with g for ltgt thats why i blanked him,ham
i am late i will be there at,ham
whatever im pretty pissed off,ham
i dont have that much image in class,ham
noi got rumour that you going to buy apartment in chennai,ham
near kalainar tv officethenampet,ham
ur cashbalance is currently pound to maximize ur cashin now send go to only pmsg cc hgsuitelands rowwjhl,spam
sm auction a brand new nokia is up auction today auction is free join take part txt nokia to now hgsuitelands rowwjhl,spam
my si is catching e show in e afternoon so im not watching w her so c u wan watch today or tmr lor,ham
sound gd haha can wah u yan jiu so fast liao,ham
no to be nosy i guess idk am i over reacting if im freaked,ham
remember all those whom i hurt during day of satanic imposter in meneed to pay a priceso be itmay destiny keep me going and a u said pray that i get the mind to get over the same,ham
how to make a girl happy it not at all difficult to make girl happy u only need to be a friend companion lover chef ltgt good listener ltgt organizer ltgt good boyfriend ltgt very clean ltgt sympathetic ltgt athletic ltgt warm ltgt courageous ltgt determined ltgt true ltgt dependable ltgt intelligent ltgt psychologist ltgt pest exterminator ltgt psychiatrist ltgt healer ltgt stylist ltgt driver aaniye pudunga venaam,ham
why is that princess i bet the brothas are all chasing you,ham
i shall book chez jules for half eight if thats ok with you,ham
hhahhaahahah rofl wtf nig wa leonardo in your room or something,ham
yep at dereks house now see you sunday lt,ham
it cool let me know before it kick off around ltgt ill be out and about all day,ham
i wa wondering if it would be okay for you to call uncle john and let him know that thing are not the same in nigeria a they r here that ltgt dollar is year sent and that you know it a strain but i plan to pay back every dime he give every dime so for me to expect anything from you is not practical something like that,ham
there are no other charge after transfer charge and you can withdraw anyhow you like,ham
dont search love let love find u thats why it called falling in love bcoz u dont force yourself u just fall and u know there is smeone to hold u bslvyl,ham
at let go to bill miller,ham
i love you you set my soul on fire it is not just a spark but it is a flame a big rawring flame xoxo,ham
somewhr someone is surely made u and god ha decided a perfect time to make u meet dat person till den enjoy ur crush,ham
thats my honeymoon outfit,ham
will it help if we propose going back again tomorrow,ham
private your account statement for show unredeemed s i m point call identifier code expires,spam
never blame a day in ur life good day give u happiness bad day give u experience both are essential in life all are god blessing good morning,ham
pls confirm the time to collect the cheque,ham
a a registered subscriber yr draw a gift voucher will b entered on receipt of a correct an when are the next olympics txt an to,spam
urgent your mobile number ha been awarded with a prize guaranteed call from land line claim valid hr only ppm,spam
daddy will take good care of you,ham
yeah probably i still gotta check out with leo,ham
kthen any other special,ham
carlos is taking his sweet time a usual so let me know when you and patty are donewant to smoke and ill tell him to haul as,ham
ok pa nothing problem,ham
have you heard about that job im going to that wildlife talk again tonight if u wantcome it thatworzels and a wizzle or whatever it is,ham
god picked up a flower and dippeditinadew lovingly touched itwhichturnedinto u and the he gifted tomeandsaidthis friend is u,ham
when you came to hostel,ham
ok no prob ill come after lunch then,ham
jus telling u dat ill b leaving shanghai on st instead so well haf more time meet up cya,ham
are your freezing are you home yet will you remember to kiss your mom in the morning do you love me do you think of me are you missing me yet,ham
you all ready for big day tomorrow,ham
ill probably be around mu a lot,ham
,ham
rtking pro video club need help inforingtonekingcouk or call you must be club credit redeemable at wwwringtonekingcouk enjoy,spam
thnx dude u guy out nite,ham
me sef dey laugh you meanwhile hows my darling anjie,ham
mm i had my food da from out,ham
k make sense btw carlos is being difficult so you guy are gonna smoke while i go pick up the second batch and get gas,ham
did u download the fring app,ham
the oz guy is being kinda flaky but one friend is interested in picking up ltgt worth tonight if possible,ham
friend that u can stay on fb chat with,ham
fuck babe i miss you sooooo much i wish you were here to sleep with me my bed is so lonely i go now to sleep to dream of you my love,ham
living is very simple loving is also simple laughing is too simple winning is tooo simple but being simple is very difficult gud nte,ham
u have a secret admirer who is looking make contact with ufind out who they rreveal who think ur so specialcall on,spam
ah well that confuses thing doesnt it,ham
free text msg just text ok to and well credit your account,spam
hi dear call me it urgnt i dont know whats your problem you dont want to work or if you have any other problem at least tell me wating for your reply,ham
dear how you are you ok,ham
you have been selected to stay in of top british hotel for nothing holiday worth to claim call london bx swss,spam
yes princess i want to make you happy,ham
sound like you have many talent would you like to go on a dinner date next week,ham
i am going to film day da at pm sorry da,ham
we not watching movie already xy want shop so im shopping w her now,ham
hello my little party animal i just thought id buzz you a you were with your friend grin reminding you were loved and send a naughty adoring kiss,ham
yesterday it with me only now am going home,ham
eerie nokia tone u rply tone title to eg tone dracula to title ghost addamsfa munsters exorcist twilight wwwgetzedcouk poboxwwq p,spam
you have come into my life and brought the sun shiny down on me warming my heart putting a constant smile on my face making me feel loved and cared for,ham
no shit but i wasnt that surprised so i went and spent the evening with that french guy i met in town here and we fooled around a bit but i didnt let him fuck me,ham
anetworks allow company to bill for sm so they are responsible for their supplier,spam
great comedycant stop laughing da,ham
freemsgfeelin kinda lnly hope u like keep me company jst got a cam moby wanna c my pictxt or reply date to msgp rcv hlp stop to,spam
alright were all set here text the man,ham
hi where are you were at and theyre not keen to go out i kind of am but feel i shouldnt so can we go out tomo dont mind do you,ham
sleeping nt feeling well,ham
u will switch your fone on dammit,ham
india have to take lead,ham
ill post her out lr in class,ham
thts wat wright brother did to fly,ham
evening v good if somewhat event laden will fill you in dont you worry head ok but throat wrecked see you at six then,ham
if u laugh really loud if u talk spontaneously if u dont care what others feel u are probably with your dear amp best friend goodevening dear,ham
it a laptop take it with you,ham
i dont have any of your file in my bagi wa in work when you called mei ll tell you if i find anything in my room,ham
i wan but too early lei me outside now wun b home so early neva mind then,ham
for ur chance to win a cash every wk txt action to tscs wwwmovietriviatv custcare xpwk,spam
i wa at bugis juz now wat but now im walking home oredi so late then reply i oso saw a top dat i like but din buy where r now,ham
at we will go ok na,ham
yes i posted a couple of pic on fb there still snow outside too im just waking up,ham
sif we have one good partnership going we will take lead,ham
rgent this is the nd attempt to contact uu have won call b tcsbcmwcnxx callcost ppm mobilesvary max,spam
yeah wheres your class at,ham
no just send to you bec you in temple na,ham
you arent coming home between class right i need to work out and shower,ham
hi if ur lookin saucy daytime fun wiv busty married woman am free all next week chat now sort time janinexx callsminmobsmorelkpoboxhpfl,spam
s but mostly not like that,ham
v ma fan,ham
dunno co i wa v late n when i reach they inside already but we ate spageddies lor it e gal who r laughing at me lor,ham
guess who spent all last night phasing in and out of the fourth dimension,ham
so now my dad is gonna call after he get out of work and ask all these crazy question,ham
yesbut they said it it,ham
very hurting n meaningful line ever i compromised everything for my love,ham
lmaonice,ham
glad to see your reply,ham
urgent we are trying to contact u today draw show that you have won a prize guaranteed call from land line claim a valid hr only,spam
monthly password for wap mobsicom is use your wap phone not pc,spam
nah dub but je still buff,ham
painful word i thought being happy wa the most toughest thing on earth but,ham
yeah thats fine it to get in is that ok,ham
lol where do u come up with these idea,ham
so many people seems to be special at first sight but only very few will remain special to you till your last sight maintain them till life end shjas,ham
okay we wait ah,ham
y lei,ham
hi babe u r most likely to be in bed but im so sorry about tonight i really wanna see u tomorrow so call me at love me xxx,ham
already am squatting is the new way of walking,ham
do you want bold or bb torch,ham
cramp stopped going back to sleep,ham
today vodafone number ending with my last four digit are selected to received a award if your number match please call to claim your award,spam
free top ringtone sub to weekly ringtoneget st week freesend subpoly to per weekstop sm,spam
nan sonathaya soladha why bos,ham
bring tat cd don forget,ham
i dont know but im raping dude at poker,ham
weightloss no more girl friend make load of money on ebay or something and give thanks to god,ham
wa gr to see that message so when r u leaving congrats dear what school and wat r ur plan,ham
eatin later but im eatin wif my frens now lei going home first,ham
finish already yar they keep saying i mushy i so embarrassed ok,ham
sorry man my stash ran dry last night and i cant pick up more until sunday,ham
hai priya are you right what doctor said pa where are you,ham
free msg sorry a service you ordered from could not be delivered a you do not have sufficient credit please top up to receive the service,spam
please ask mummy to call father,ham
can come my room but cannot come my house co my house still messy haha,ham
i have lost kilo a of today,ham
just taste fish curry p,ham
what can i do might accidant tookplace between somewhere ghodbandar rd traffic move slovely so plz slip amp dont worry,ham
yun ahnow wkg wherebtw if go nu sc wana specialise in wad,ham
yes i am a one woman man please tell me your like and dislike in bed,ham
wa doing my test earlier i appreciate you will call you tomorrow,ham
hows my loverboy doing what doe he do that keep him from coming to his queen hmmm doesnt he ache to speak to me miss me desparately,ham
u meet other fren dun wan meet me ah muz b a guy rite,ham
no promise on when though havent even gotten dinner yet,ham
i got your back do you have any dislike in bed,ham
o turn out i had stereo love on mi phone under the unknown album,ham
hard live chat just pmin choose your girl and connect live call now cheap chat uk biggest live service vu bcmwcnxx,spam
yeah i dont see why not,ham
asking do u knw them or nt may be ur frnds or classmate,ham
sorry about earlier putting out firesare you around to talk after or do you actually have a life lol,ham
wow the boy r back take that uk tour win vip ticket prebook with vip club txt club to trackmarque ltd infovipclubu,spam
a in missionary hook up doggy hook up standing,ham
then u better go sleep dun disturb u liao u wake up then msg me lor,ham
am watching house very entertaining am getting the whole hugh laurie thing even with the stick indeed especially with the stick,ham
thought praps you meant another one goodo ill look tomorrow,ham
hi jon pete here ive bin spain recently hav sum dinero left bill said u or ur rent mayb interested in it i hav pe so around tb james,ham
there bold ltgt is that yours,ham
you know there is i shall speak to you in ltgt minute then,ham
alrite hunnywot u up nite didnt end up goin down town jus da pub instead jus chillin at da mo in me bedroomlove jen xxx,ham
i went to project centre,ham
a per your request maangalyam alaipayuthe ha been set a your callertune for all caller press to copy your friend callertune,ham
lol yeah at this point i guess not,ham
doing project w frens lor,ham
lol well quality aint bad at all so i aint complaining,ham
k can that happen tonight,ham
